Sex,SocioEconomicStatus,ParentalEncouragement,IntelligenceQuotient,CollegePlans
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,yes
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,lower_middle,high,high,no
male,upper_middle,low,low,yes
male,upper_middle,low,low,yes
male,upper_middle,low,low,yes
male,upper_middle,low,low,yes
male,upper_middle,low,low,yes
male,upper_middle,low,low,yes
male,upper_middle,low,low,yes
male,upper_middle,low,low,yes
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,low,low,no
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,yes
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,high,low,no
male,upper_middle,low,lower_middle,yes
male,upper_middle,low,lower_middle,yes
male,upper_middle,low,lower_middle,yes
male,upper_middle,low,lower_middle,yes
male,upper_middle,low,lower_middle,yes
male,upper_middle,low,lower_middle,yes
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,low,lower_middle,no
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,yes
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,high,lower_middle,no
male,upper_middle,low,upper_middle,yes
male,upper_middle,low,upper_middle,yes
male,upper_middle,low,upper_middle,yes
male,upper_middle,low,upper_middle,yes
male,upper_middle,low,upper_middle,yes
male,upper_middle,low,upper_middle,yes
male,upper_middle,low,upper_middle,yes
male,upper_middle,low,upper_middle,yes
male,upper_middle,low,upper_middle,yes
male,upper_middle,low,upper_middle,yes
male,upper_middle,low,upper_middle,yes
male,upper_middle,low,upper_middle,yes
male,upper_middle,low,upper_middle,yes
male,upper_middle,low,upper_middle,yes
male,upper_middle,low,upper_middle,yes
male,upper_middle,low,upper_middle,yes
male,upper_middle,low,upper_middle,yes
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,low,upper_middle,no
male,upper_middle,high,upper_middle,yes
male,upper_middle,high,upper_middle,yes
male,upper_middle,high,upper_middle,yes
male,upper_middle,high,upper_middle,yes
male,upper_middle,high,upper_middle,yes
male,upper_middle,high,upper_middle,yes
