,Sex,SocioEconomicStatus,ParentalEncouragement,IntelligenceQuotient,CollegePlans
1550,male,lower_middle,low,lower_middle,no
1551,male,lower_middle,low,lower_middle,no
1552,male,lower_middle,low,lower_middle,no
1553,male,lower_middle,low,lower_middle,no
1554,male,lower_middle,low,lower_middle,no
1555,male,lower_middle,low,lower_middle,no
1556,male,lower_middle,low,lower_middle,no
1557,male,lower_middle,low,lower_middle,no
1558,male,lower_middle,low,lower_middle,no
1559,male,lower_middle,low,lower_middle,no
1560,male,lower_middle,low,lower_middle,no
1561,male,lower_middle,low,lower_middle,no
1562,male,lower_middle,low,lower_middle,no
1563,male,lower_middle,low,lower_middle,no
1564,male,lower_middle,low,lower_middle,no
1565,male,lower_middle,low,lower_middle,no
1566,male,lower_middle,low,lower_middle,no
1567,male,lower_middle,low,lower_middle,no
1568,male,lower_middle,low,lower_middle,no
1569,male,lower_middle,low,lower_middle,no
1570,male,lower_middle,low,lower_middle,no
1571,male,lower_middle,low,lower_middle,no
1572,male,lower_middle,low,lower_middle,no
1573,male,lower_middle,low,lower_middle,no
1574,male,lower_middle,low,lower_middle,no
1575,male,lower_middle,low,lower_middle,no
1576,male,lower_middle,low,lower_middle,no
1577,male,lower_middle,low,lower_middle,no
1578,male,lower_middle,low,lower_middle,no
1579,male,lower_middle,low,lower_middle,no
1580,male,lower_middle,low,lower_middle,no
1581,male,lower_middle,low,lower_middle,no
1582,male,lower_middle,low,lower_middle,no
1583,male,lower_middle,low,lower_middle,no
1584,male,lower_middle,low,lower_middle,no
1585,male,lower_middle,low,lower_middle,no
1586,male,lower_middle,low,lower_middle,no
1587,male,lower_middle,low,lower_middle,no
1588,male,lower_middle,low,lower_middle,no
1589,male,lower_middle,low,lower_middle,no
1590,male,lower_middle,low,lower_middle,no
1591,male,lower_middle,low,lower_middle,no
1592,male,lower_middle,low,lower_middle,no
1593,male,lower_middle,low,lower_middle,no
1594,male,lower_middle,low,lower_middle,no
1595,male,lower_middle,low,lower_middle,no
1596,male,lower_middle,low,lower_middle,no
1597,male,lower_middle,low,lower_middle,no
1598,male,lower_middle,low,lower_middle,no
1599,male,lower_middle,low,lower_middle,no
1600,male,lower_middle,low,lower_middle,no
1601,male,lower_middle,low,lower_middle,no
1602,male,lower_middle,low,lower_middle,no
1603,male,lower_middle,low,lower_middle,no
1604,male,lower_middle,low,lower_middle,no
1605,male,lower_middle,low,lower_middle,no
1606,male,lower_middle,low,lower_middle,no
1607,male,lower_middle,low,lower_middle,no
1608,male,lower_middle,low,lower_middle,no
1609,male,lower_middle,low,lower_middle,no
1610,male,lower_middle,low,lower_middle,no
1611,male,lower_middle,low,lower_middle,no
1612,male,lower_middle,low,lower_middle,no
1613,male,lower_middle,low,lower_middle,no
1614,male,lower_middle,low,lower_middle,no
1615,male,lower_middle,low,lower_middle,no
1616,male,lower_middle,low,lower_middle,no
1617,male,lower_middle,low,lower_middle,no
1618,male,lower_middle,low,lower_middle,no
1619,male,lower_middle,low,lower_middle,no
1620,male,lower_middle,low,lower_middle,no
1621,male,lower_middle,low,lower_middle,no
1622,male,lower_middle,low,lower_middle,no
1623,male,lower_middle,low,lower_middle,no
1624,male,lower_middle,low,lower_middle,no
1625,male,lower_middle,low,lower_middle,no
1626,male,lower_middle,low,lower_middle,no
1627,male,lower_middle,low,lower_middle,no
1628,male,lower_middle,low,lower_middle,no
1629,male,lower_middle,low,lower_middle,no
1630,male,lower_middle,low,lower_middle,no
1631,male,lower_middle,low,lower_middle,no
1632,male,lower_middle,low,lower_middle,no
1633,male,lower_middle,low,lower_middle,no
1634,male,lower_middle,low,lower_middle,no
1635,male,lower_middle,low,lower_middle,no
1636,male,lower_middle,low,lower_middle,no
1637,male,lower_middle,low,lower_middle,no
1638,male,lower_middle,low,lower_middle,no
1639,male,lower_middle,low,lower_middle,no
1640,male,lower_middle,low,lower_middle,no
1641,male,lower_middle,low,lower_middle,no
1642,male,lower_middle,low,lower_middle,no
1643,male,lower_middle,low,lower_middle,no
1644,male,lower_middle,low,lower_middle,no
1645,male,lower_middle,low,lower_middle,no
1646,male,lower_middle,low,lower_middle,no
1647,male,lower_middle,low,lower_middle,no
1648,male,lower_middle,low,lower_middle,no
1649,male,lower_middle,low,lower_middle,no
1650,male,lower_middle,low,lower_middle,no
1651,male,lower_middle,low,lower_middle,no
1652,male,lower_middle,low,lower_middle,no
1653,male,lower_middle,low,lower_middle,no
1654,male,lower_middle,low,lower_middle,no
1655,male,lower_middle,low,lower_middle,no
1656,male,lower_middle,low,lower_middle,no
1657,male,lower_middle,low,lower_middle,no
1658,male,lower_middle,low,lower_middle,no
1659,male,lower_middle,low,lower_middle,no
1660,male,lower_middle,low,lower_middle,no
1661,male,lower_middle,low,lower_middle,no
1662,male,lower_middle,low,lower_middle,no
1663,male,lower_middle,low,lower_middle,no
1664,male,lower_middle,low,lower_middle,no
1665,male,lower_middle,low,lower_middle,no
1666,male,lower_middle,low,lower_middle,no
1667,male,lower_middle,low,lower_middle,no
1668,male,lower_middle,low,lower_middle,no
1669,male,lower_middle,low,lower_middle,no
1670,male,lower_middle,low,lower_middle,no
1671,male,lower_middle,low,lower_middle,no
1672,male,lower_middle,low,lower_middle,no
1673,male,lower_middle,low,lower_middle,no
1674,male,lower_middle,low,lower_middle,no
1675,male,lower_middle,low,lower_middle,no
1676,male,lower_middle,low,lower_middle,no
1677,male,lower_middle,low,lower_middle,no
1678,male,lower_middle,low,lower_middle,no
1679,male,lower_middle,low,lower_middle,no
1680,male,lower_middle,low,lower_middle,no
1681,male,lower_middle,low,lower_middle,no
1682,male,lower_middle,low,lower_middle,no
1683,male,lower_middle,low,lower_middle,no
1684,male,lower_middle,low,lower_middle,no
1685,male,lower_middle,low,lower_middle,no
1686,male,lower_middle,low,lower_middle,no
1687,male,lower_middle,low,lower_middle,no
1688,male,lower_middle,low,lower_middle,no
1689,male,lower_middle,low,lower_middle,no
1690,male,lower_middle,low,lower_middle,no
1691,male,lower_middle,low,lower_middle,no
1692,male,lower_middle,low,lower_middle,no
1693,male,lower_middle,low,lower_middle,no
1694,male,lower_middle,low,lower_middle,no
1695,male,lower_middle,low,lower_middle,no
1696,male,lower_middle,low,lower_middle,no
1697,male,lower_middle,low,lower_middle,no
1698,male,lower_middle,low,lower_middle,no
1699,male,lower_middle,low,lower_middle,no
1700,male,lower_middle,low,lower_middle,no
1701,male,lower_middle,low,lower_middle,no
1702,male,lower_middle,low,lower_middle,no
1703,male,lower_middle,high,lower_middle,yes
1704,male,lower_middle,high,lower_middle,yes
1705,male,lower_middle,high,lower_middle,yes
1706,male,lower_middle,high,lower_middle,yes
1707,male,lower_middle,high,lower_middle,yes
1708,male,lower_middle,high,lower_middle,yes
1709,male,lower_middle,high,lower_middle,yes
1710,male,lower_middle,high,lower_middle,yes
1711,male,lower_middle,high,lower_middle,yes
1712,male,lower_middle,high,lower_middle,yes
1713,male,lower_middle,high,lower_middle,yes
1714,male,lower_middle,high,lower_middle,yes
1715,male,lower_middle,high,lower_middle,yes
1716,male,lower_middle,high,lower_middle,yes
1717,male,lower_middle,high,lower_middle,yes
1718,male,lower_middle,high,lower_middle,yes
1719,male,lower_middle,high,lower_middle,yes
1720,male,lower_middle,high,lower_middle,yes
1721,male,lower_middle,high,lower_middle,yes
1722,male,lower_middle,high,lower_middle,yes
1723,male,lower_middle,high,lower_middle,yes
1724,male,lower_middle,high,lower_middle,yes
1725,male,lower_middle,high,lower_middle,yes
1726,male,lower_middle,high,lower_middle,yes
1727,male,lower_middle,high,lower_middle,yes
1728,male,lower_middle,high,lower_middle,yes
1729,male,lower_middle,high,lower_middle,yes
1730,male,lower_middle,high,lower_middle,yes
1731,male,lower_middle,high,lower_middle,yes
1732,male,lower_middle,high,lower_middle,yes
1733,male,lower_middle,high,lower_middle,yes
1734,male,lower_middle,high,lower_middle,yes
1735,male,lower_middle,high,lower_middle,yes
1736,male,lower_middle,high,lower_middle,yes
1737,male,lower_middle,high,lower_middle,yes
1738,male,lower_middle,high,lower_middle,yes
1739,male,lower_middle,high,lower_middle,yes
1740,male,lower_middle,high,lower_middle,yes
1741,male,lower_middle,high,lower_middle,yes
1742,male,lower_middle,high,lower_middle,yes
1743,male,lower_middle,high,lower_middle,yes
1744,male,lower_middle,high,lower_middle,yes
1745,male,lower_middle,high,lower_middle,yes
1746,male,lower_middle,high,lower_middle,yes
1747,male,lower_middle,high,lower_middle,yes
1748,male,lower_middle,high,lower_middle,yes
1749,male,lower_middle,high,lower_middle,yes
1750,male,lower_middle,high,lower_middle,yes
1751,male,lower_middle,high,lower_middle,yes
1752,male,lower_middle,high,lower_middle,yes
1753,male,lower_middle,high,lower_middle,yes
1754,male,lower_middle,high,lower_middle,yes
1755,male,lower_middle,high,lower_middle,yes
1756,male,lower_middle,high,lower_middle,yes
1757,male,lower_middle,high,lower_middle,yes
1758,male,lower_middle,high,lower_middle,yes
1759,male,lower_middle,high,lower_middle,yes
1760,male,lower_middle,high,lower_middle,yes
1761,male,lower_middle,high,lower_middle,yes
1762,male,lower_middle,high,lower_middle,yes
1763,male,lower_middle,high,lower_middle,yes
1764,male,lower_middle,high,lower_middle,yes
1765,male,lower_middle,high,lower_middle,yes
1766,male,lower_middle,high,lower_middle,yes
1767,male,lower_middle,high,lower_middle,no
1768,male,lower_middle,high,lower_middle,no
1769,male,lower_middle,high,lower_middle,no
1770,male,lower_middle,high,lower_middle,no
1771,male,lower_middle,high,lower_middle,no
1772,male,lower_middle,high,lower_middle,no
1773,male,lower_middle,high,lower_middle,no
1774,male,lower_middle,high,lower_middle,no
1775,male,lower_middle,high,lower_middle,no
1776,male,lower_middle,high,lower_middle,no
1777,male,lower_middle,high,lower_middle,no
1778,male,lower_middle,high,lower_middle,no
1779,male,lower_middle,high,lower_middle,no
1780,male,lower_middle,high,lower_middle,no
1781,male,lower_middle,high,lower_middle,no
1782,male,lower_middle,high,lower_middle,no
1783,male,lower_middle,high,lower_middle,no
1784,male,lower_middle,high,lower_middle,no
1785,male,lower_middle,high,lower_middle,no
1786,male,lower_middle,high,lower_middle,no
1787,male,lower_middle,high,lower_middle,no
1788,male,lower_middle,high,lower_middle,no
1789,male,lower_middle,high,lower_middle,no
1790,male,lower_middle,high,lower_middle,no
1791,male,lower_middle,high,lower_middle,no
1792,male,lower_middle,high,lower_middle,no
1793,male,lower_middle,high,lower_middle,no
1794,male,lower_middle,high,lower_middle,no
1795,male,lower_middle,high,lower_middle,no
1796,male,lower_middle,high,lower_middle,no
1797,male,lower_middle,high,lower_middle,no
1798,male,lower_middle,high,lower_middle,no
1799,male,lower_middle,high,lower_middle,no
1800,male,lower_middle,high,lower_middle,no
1801,male,lower_middle,high,lower_middle,no
1802,male,lower_middle,high,lower_middle,no
1803,male,lower_middle,high,lower_middle,no
1804,male,lower_middle,high,lower_middle,no
1805,male,lower_middle,high,lower_middle,no
1806,male,lower_middle,high,lower_middle,no
1807,male,lower_middle,high,lower_middle,no
1808,male,lower_middle,high,lower_middle,no
1809,male,lower_middle,high,lower_middle,no
1810,male,lower_middle,high,lower_middle,no
1811,male,lower_middle,high,lower_middle,no
1812,male,lower_middle,high,lower_middle,no
1813,male,lower_middle,high,lower_middle,no
1814,male,lower_middle,high,lower_middle,no
1815,male,lower_middle,high,lower_middle,no
1816,male,lower_middle,high,lower_middle,no
1817,male,lower_middle,high,lower_middle,no
1818,male,lower_middle,high,lower_middle,no
1819,male,lower_middle,high,lower_middle,no
1820,male,lower_middle,high,lower_middle,no
1821,male,lower_middle,high,lower_middle,no
1822,male,lower_middle,high,lower_middle,no
1823,male,lower_middle,high,lower_middle,no
1824,male,lower_middle,high,lower_middle,no
1825,male,lower_middle,high,lower_middle,no
1826,male,lower_middle,high,lower_middle,no
1827,male,lower_middle,high,lower_middle,no
1828,male,lower_middle,high,lower_middle,no
1829,male,lower_middle,high,lower_middle,no
1830,male,lower_middle,high,lower_middle,no
1831,male,lower_middle,high,lower_middle,no
1832,male,lower_middle,high,lower_middle,no
1833,male,lower_middle,high,lower_middle,no
1834,male,lower_middle,high,lower_middle,no
1835,male,lower_middle,high,lower_middle,no
1836,male,lower_middle,high,lower_middle,no
1837,male,lower_middle,high,lower_middle,no
1838,male,lower_middle,high,lower_middle,no
1839,male,lower_middle,high,lower_middle,no
1840,male,lower_middle,high,lower_middle,no
1841,male,lower_middle,high,lower_middle,no
1842,male,lower_middle,high,lower_middle,no
1843,male,lower_middle,high,lower_middle,no
1844,male,lower_middle,high,lower_middle,no
1845,male,lower_middle,high,lower_middle,no
1846,male,lower_middle,high,lower_middle,no
1847,male,lower_middle,high,lower_middle,no
1848,male,lower_middle,high,lower_middle,no
1849,male,lower_middle,high,lower_middle,no
1850,male,lower_middle,high,lower_middle,no
1851,male,lower_middle,high,lower_middle,no
1852,male,lower_middle,high,lower_middle,no
1853,male,lower_middle,high,lower_middle,no
1854,male,lower_middle,high,lower_middle,no
1855,male,lower_middle,high,lower_middle,no
1856,male,lower_middle,high,lower_middle,no
1857,male,lower_middle,high,lower_middle,no
1858,male,lower_middle,high,lower_middle,no
1859,male,lower_middle,high,lower_middle,no
1860,male,lower_middle,high,lower_middle,no
1861,male,lower_middle,high,lower_middle,no
1862,male,lower_middle,low,upper_middle,yes
1863,male,lower_middle,low,upper_middle,yes
1864,male,lower_middle,low,upper_middle,yes
1865,male,lower_middle,low,upper_middle,yes
1866,male,lower_middle,low,upper_middle,yes
1867,male,lower_middle,low,upper_middle,yes
1868,male,lower_middle,low,upper_middle,yes
1869,male,lower_middle,low,upper_middle,yes
1870,male,lower_middle,low,upper_middle,yes
1871,male,lower_middle,low,upper_middle,yes
1872,male,lower_middle,low,upper_middle,yes
1873,male,lower_middle,low,upper_middle,yes
1874,male,lower_middle,low,upper_middle,no
1875,male,lower_middle,low,upper_middle,no
1876,male,lower_middle,low,upper_middle,no
1877,male,lower_middle,low,upper_middle,no
1878,male,lower_middle,low,upper_middle,no
1879,male,lower_middle,low,upper_middle,no
1880,male,lower_middle,low,upper_middle,no
1881,male,lower_middle,low,upper_middle,no
1882,male,lower_middle,low,upper_middle,no
1883,male,lower_middle,low,upper_middle,no
1884,male,lower_middle,low,upper_middle,no
1885,male,lower_middle,low,upper_middle,no
1886,male,lower_middle,low,upper_middle,no
1887,male,lower_middle,low,upper_middle,no
1888,male,lower_middle,low,upper_middle,no
1889,male,lower_middle,low,upper_middle,no
1890,male,lower_middle,low,upper_middle,no
1891,male,lower_middle,low,upper_middle,no
1892,male,lower_middle,low,upper_middle,no
1893,male,lower_middle,low,upper_middle,no
1894,male,lower_middle,low,upper_middle,no
1895,male,lower_middle,low,upper_middle,no
1896,male,lower_middle,low,upper_middle,no
1897,male,lower_middle,low,upper_middle,no
1898,male,lower_middle,low,upper_middle,no
1899,male,lower_middle,low,upper_middle,no
1900,male,lower_middle,low,upper_middle,no
1901,male,lower_middle,low,upper_middle,no
1902,male,lower_middle,low,upper_middle,no
1903,male,lower_middle,low,upper_middle,no
1904,male,lower_middle,low,upper_middle,no
1905,male,lower_middle,low,upper_middle,no
1906,male,lower_middle,low,upper_middle,no
1907,male,lower_middle,low,upper_middle,no
1908,male,lower_middle,low,upper_middle,no
1909,male,lower_middle,low,upper_middle,no
1910,male,lower_middle,low,upper_middle,no
1911,male,lower_middle,low,upper_middle,no
1912,male,lower_middle,low,upper_middle,no
1913,male,lower_middle,low,upper_middle,no
1914,male,lower_middle,low,upper_middle,no
1915,male,lower_middle,low,upper_middle,no
1916,male,lower_middle,low,upper_middle,no
1917,male,lower_middle,low,upper_middle,no
1918,male,lower_middle,low,upper_middle,no
1919,male,lower_middle,low,upper_middle,no
1920,male,lower_middle,low,upper_middle,no
1921,male,lower_middle,low,upper_middle,no
1922,male,lower_middle,low,upper_middle,no
1923,male,lower_middle,low,upper_middle,no
1924,male,lower_middle,low,upper_middle,no
1925,male,lower_middle,low,upper_middle,no
1926,male,lower_middle,low,upper_middle,no
1927,male,lower_middle,low,upper_middle,no
1928,male,lower_middle,low,upper_middle,no
1929,male,lower_middle,low,upper_middle,no
1930,male,lower_middle,low,upper_middle,no
1931,male,lower_middle,low,upper_middle,no
1932,male,lower_middle,low,upper_middle,no
1933,male,lower_middle,low,upper_middle,no
1934,male,lower_middle,low,upper_middle,no
1935,male,lower_middle,low,upper_middle,no
1936,male,lower_middle,low,upper_middle,no
1937,male,lower_middle,low,upper_middle,no
1938,male,lower_middle,low,upper_middle,no
1939,male,lower_middle,low,upper_middle,no
1940,male,lower_middle,low,upper_middle,no
1941,male,lower_middle,low,upper_middle,no
1942,male,lower_middle,low,upper_middle,no
1943,male,lower_middle,low,upper_middle,no
1944,male,lower_middle,low,upper_middle,no
1945,male,lower_middle,low,upper_middle,no
1946,male,lower_middle,low,upper_middle,no
1947,male,lower_middle,low,upper_middle,no
1948,male,lower_middle,low,upper_middle,no
1949,male,lower_middle,low,upper_middle,no
1950,male,lower_middle,low,upper_middle,no
1951,male,lower_middle,low,upper_middle,no
1952,male,lower_middle,low,upper_middle,no
1953,male,lower_middle,low,upper_middle,no
1954,male,lower_middle,low,upper_middle,no
1955,male,lower_middle,low,upper_middle,no
1956,male,lower_middle,low,upper_middle,no
1957,male,lower_middle,low,upper_middle,no
1958,male,lower_middle,low,upper_middle,no
1959,male,lower_middle,low,upper_middle,no
1960,male,lower_middle,low,upper_middle,no
1961,male,lower_middle,low,upper_middle,no
1962,male,lower_middle,low,upper_middle,no
1963,male,lower_middle,low,upper_middle,no
1964,male,lower_middle,low,upper_middle,no
1965,male,lower_middle,low,upper_middle,no
1966,male,lower_middle,low,upper_middle,no
1967,male,lower_middle,low,upper_middle,no
1968,male,lower_middle,low,upper_middle,no
1969,male,lower_middle,low,upper_middle,no
1970,male,lower_middle,low,upper_middle,no
1971,male,lower_middle,low,upper_middle,no
1972,male,lower_middle,low,upper_middle,no
1973,male,lower_middle,low,upper_middle,no
1974,male,lower_middle,low,upper_middle,no
1975,male,lower_middle,low,upper_middle,no
1976,male,lower_middle,low,upper_middle,no
1977,male,lower_middle,low,upper_middle,no
1978,male,lower_middle,low,upper_middle,no
1979,male,lower_middle,low,upper_middle,no
1980,male,lower_middle,low,upper_middle,no
1981,male,lower_middle,low,upper_middle,no
1982,male,lower_middle,low,upper_middle,no
1983,male,lower_middle,low,upper_middle,no
1984,male,lower_middle,low,upper_middle,no
1985,male,lower_middle,low,upper_middle,no
1986,male,lower_middle,low,upper_middle,no
1987,male,lower_middle,low,upper_middle,no
1988,male,lower_middle,low,upper_middle,no
1989,male,lower_middle,high,upper_middle,yes
1990,male,lower_middle,high,upper_middle,yes
1991,male,lower_middle,high,upper_middle,yes
1992,male,lower_middle,high,upper_middle,yes
1993,male,lower_middle,high,upper_middle,yes
1994,male,lower_middle,high,upper_middle,yes
1995,male,lower_middle,high,upper_middle,yes
1996,male,lower_middle,high,upper_middle,yes
1997,male,lower_middle,high,upper_middle,yes
1998,male,lower_middle,high,upper_middle,yes
1999,male,lower_middle,high,upper_middle,yes
2000,male,lower_middle,high,upper_middle,yes
2001,male,lower_middle,high,upper_middle,yes
2002,male,lower_middle,high,upper_middle,yes
2003,male,lower_middle,high,upper_middle,yes
2004,male,lower_middle,high,upper_middle,yes
2005,male,lower_middle,high,upper_middle,yes
2006,male,lower_middle,high,upper_middle,yes
2007,male,lower_middle,high,upper_middle,yes
2008,male,lower_middle,high,upper_middle,yes
2009,male,lower_middle,high,upper_middle,yes
2010,male,lower_middle,high,upper_middle,yes
2011,male,lower_middle,high,upper_middle,yes
2012,male,lower_middle,high,upper_middle,yes
2013,male,lower_middle,high,upper_middle,yes
2014,male,lower_middle,high,upper_middle,yes
2015,male,lower_middle,high,upper_middle,yes
2016,male,lower_middle,high,upper_middle,yes
2017,male,lower_middle,high,upper_middle,yes
2018,male,lower_middle,high,upper_middle,yes
2019,male,lower_middle,high,upper_middle,yes
2020,male,lower_middle,high,upper_middle,yes
2021,male,lower_middle,high,upper_middle,yes
2022,male,lower_middle,high,upper_middle,yes
2023,male,lower_middle,high,upper_middle,yes
2024,male,lower_middle,high,upper_middle,yes
2025,male,lower_middle,high,upper_middle,yes
2026,male,lower_middle,high,upper_middle,yes
2027,male,lower_middle,high,upper_middle,yes
2028,male,lower_middle,high,upper_middle,yes
2029,male,lower_middle,high,upper_middle,yes
2030,male,lower_middle,high,upper_middle,yes
2031,male,lower_middle,high,upper_middle,yes
2032,male,lower_middle,high,upper_middle,yes
2033,male,lower_middle,high,upper_middle,yes
2034,male,lower_middle,high,upper_middle,yes
2035,male,lower_middle,high,upper_middle,yes
2036,male,lower_middle,high,upper_middle,yes
2037,male,lower_middle,high,upper_middle,yes
2038,male,lower_middle,high,upper_middle,yes
2039,male,lower_middle,high,upper_middle,yes
2040,male,lower_middle,high,upper_middle,yes
2041,male,lower_middle,high,upper_middle,yes
2042,male,lower_middle,high,upper_middle,yes
2043,male,lower_middle,high,upper_middle,yes
2044,male,lower_middle,high,upper_middle,yes
2045,male,lower_middle,high,upper_middle,yes
2046,male,lower_middle,high,upper_middle,yes
2047,male,lower_middle,high,upper_middle,yes
2048,male,lower_middle,high,upper_middle,yes
2049,male,lower_middle,high,upper_middle,yes
2050,male,lower_middle,high,upper_middle,yes
2051,male,lower_middle,high,upper_middle,yes
2052,male,lower_middle,high,upper_middle,yes
2053,male,lower_middle,high,upper_middle,yes
2054,male,lower_middle,high,upper_middle,yes
2055,male,lower_middle,high,upper_middle,yes
2056,male,lower_middle,high,upper_middle,yes
2057,male,lower_middle,high,upper_middle,yes
2058,male,lower_middle,high,upper_middle,yes
2059,male,lower_middle,high,upper_middle,yes
2060,male,lower_middle,high,upper_middle,yes
2061,male,lower_middle,high,upper_middle,yes
2062,male,lower_middle,high,upper_middle,yes
2063,male,lower_middle,high,upper_middle,yes
2064,male,lower_middle,high,upper_middle,yes
2065,male,lower_middle,high,upper_middle,yes
2066,male,lower_middle,high,upper_middle,yes
2067,male,lower_middle,high,upper_middle,yes
2068,male,lower_middle,high,upper_middle,yes
2069,male,lower_middle,high,upper_middle,yes
2070,male,lower_middle,high,upper_middle,yes
2071,male,lower_middle,high,upper_middle,yes
2072,male,lower_middle,high,upper_middle,yes
2073,male,lower_middle,high,upper_middle,yes
2074,male,lower_middle,high,upper_middle,yes
2075,male,lower_middle,high,upper_middle,yes
2076,male,lower_middle,high,upper_middle,yes
2077,male,lower_middle,high,upper_middle,yes
2078,male,lower_middle,high,upper_middle,yes
2079,male,lower_middle,high,upper_middle,yes
2080,male,lower_middle,high,upper_middle,yes
2081,male,lower_middle,high,upper_middle,yes
2082,male,lower_middle,high,upper_middle,no
2083,male,lower_middle,high,upper_middle,no
2084,male,lower_middle,high,upper_middle,no
2085,male,lower_middle,high,upper_middle,no
2086,male,lower_middle,high,upper_middle,no
2087,male,lower_middle,high,upper_middle,no
2088,male,lower_middle,high,upper_middle,no
2089,male,lower_middle,high,upper_middle,no
2090,male,lower_middle,high,upper_middle,no
2091,male,lower_middle,high,upper_middle,no
2092,male,lower_middle,high,upper_middle,no
2093,male,lower_middle,high,upper_middle,no
2094,male,lower_middle,high,upper_middle,no
2095,male,lower_middle,high,upper_middle,no
2096,male,lower_middle,high,upper_middle,no
2097,male,lower_middle,high,upper_middle,no
2098,male,lower_middle,high,upper_middle,no
2099,male,lower_middle,high,upper_middle,no
2100,male,lower_middle,high,upper_middle,no
2101,male,lower_middle,high,upper_middle,no
2102,male,lower_middle,high,upper_middle,no
2103,male,lower_middle,high,upper_middle,no
2104,male,lower_middle,high,upper_middle,no
2105,male,lower_middle,high,upper_middle,no
2106,male,lower_middle,high,upper_middle,no
2107,male,lower_middle,high,upper_middle,no
2108,male,lower_middle,high,upper_middle,no
2109,male,lower_middle,high,upper_middle,no
2110,male,lower_middle,high,upper_middle,no
2111,male,lower_middle,high,upper_middle,no
2112,male,lower_middle,high,upper_middle,no
2113,male,lower_middle,high,upper_middle,no
2114,male,lower_middle,high,upper_middle,no
2115,male,lower_middle,high,upper_middle,no
2116,male,lower_middle,high,upper_middle,no
2117,male,lower_middle,high,upper_middle,no
2118,male,lower_middle,high,upper_middle,no
2119,male,lower_middle,high,upper_middle,no
2120,male,lower_middle,high,upper_middle,no
2121,male,lower_middle,high,upper_middle,no
2122,male,lower_middle,high,upper_middle,no
2123,male,lower_middle,high,upper_middle,no
2124,male,lower_middle,high,upper_middle,no
2125,male,lower_middle,high,upper_middle,no
2126,male,lower_middle,high,upper_middle,no
2127,male,lower_middle,high,upper_middle,no
2128,male,lower_middle,high,upper_middle,no
2129,male,lower_middle,high,upper_middle,no
2130,male,lower_middle,high,upper_middle,no
2131,male,lower_middle,high,upper_middle,no
2132,male,lower_middle,high,upper_middle,no
2133,male,lower_middle,high,upper_middle,no
2134,male,lower_middle,high,upper_middle,no
2135,male,lower_middle,high,upper_middle,no
2136,male,lower_middle,high,upper_middle,no
2137,male,lower_middle,high,upper_middle,no
2138,male,lower_middle,high,upper_middle,no
2139,male,lower_middle,high,upper_middle,no
2140,male,lower_middle,high,upper_middle,no
2141,male,lower_middle,high,upper_middle,no
2142,male,lower_middle,high,upper_middle,no
2143,male,lower_middle,high,upper_middle,no
2144,male,lower_middle,high,upper_middle,no
2145,male,lower_middle,high,upper_middle,no
2146,male,lower_middle,high,upper_middle,no
2147,male,lower_middle,high,upper_middle,no
2148,male,lower_middle,high,upper_middle,no
2149,male,lower_middle,high,upper_middle,no
2150,male,lower_middle,high,upper_middle,no
2151,male,lower_middle,high,upper_middle,no
2152,male,lower_middle,high,upper_middle,no
2153,male,lower_middle,high,upper_middle,no
2154,male,lower_middle,high,upper_middle,no
2155,male,lower_middle,high,upper_middle,no
2156,male,lower_middle,high,upper_middle,no
2157,male,lower_middle,high,upper_middle,no
2158,male,lower_middle,high,upper_middle,no
2159,male,lower_middle,high,upper_middle,no
2160,male,lower_middle,high,upper_middle,no
2161,male,lower_middle,high,upper_middle,no
2162,male,lower_middle,high,upper_middle,no
2163,male,lower_middle,high,upper_middle,no
2164,male,lower_middle,high,upper_middle,no
2165,male,lower_middle,high,upper_middle,no
2166,male,lower_middle,high,upper_middle,no
2167,male,lower_middle,high,upper_middle,no
2168,male,lower_middle,high,upper_middle,no
2169,male,lower_middle,high,upper_middle,no
2170,male,lower_middle,high,upper_middle,no
2171,male,lower_middle,high,upper_middle,no
2172,male,lower_middle,high,upper_middle,no
2173,male,lower_middle,high,upper_middle,no
2174,male,lower_middle,low,high,yes
2175,male,lower_middle,low,high,yes
2176,male,lower_middle,low,high,yes
2177,male,lower_middle,low,high,yes
2178,male,lower_middle,low,high,yes
2179,male,lower_middle,low,high,yes
2180,male,lower_middle,low,high,yes
2181,male,lower_middle,low,high,yes
2182,male,lower_middle,low,high,yes
2183,male,lower_middle,low,high,yes
2184,male,lower_middle,low,high,yes
2185,male,lower_middle,low,high,yes
2186,male,lower_middle,low,high,yes
2187,male,lower_middle,low,high,yes
2188,male,lower_middle,low,high,yes
2189,male,lower_middle,low,high,yes
2190,male,lower_middle,low,high,yes
2191,male,lower_middle,low,high,no
2192,male,lower_middle,low,high,no
2193,male,lower_middle,low,high,no
2194,male,lower_middle,low,high,no
2195,male,lower_middle,low,high,no
2196,male,lower_middle,low,high,no
2197,male,lower_middle,low,high,no
2198,male,lower_middle,low,high,no
2199,male,lower_middle,low,high,no
2200,male,lower_middle,low,high,no
2201,male,lower_middle,low,high,no
2202,male,lower_middle,low,high,no
2203,male,lower_middle,low,high,no
2204,male,lower_middle,low,high,no
2205,male,lower_middle,low,high,no
2206,male,lower_middle,low,high,no
2207,male,lower_middle,low,high,no
2208,male,lower_middle,low,high,no
2209,male,lower_middle,low,high,no
2210,male,lower_middle,low,high,no
2211,male,lower_middle,low,high,no
2212,male,lower_middle,low,high,no
